Certificate Number,Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,Status,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number ,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program ,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance ,Georeference
24-63H9N-CR,"National Sound Industries, Inc.",Advance Sound Company,Corporation,Yes,No,,157 Rome Street,,Farmingdale,NY,11735,6316670973,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.41524 40.71285)
24-6339Q-CR,National Vacuum Environmental Services Corp.,,Corporation,No,No,,6389 Inducon Drive West,,Sanborn,NY,14132,7167731167,11/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.91855 43.11801)
24-64FLK-CR,National Water Main Cleaning Company,,Corporation,No,No,,1806 NEWARK TURNPIKE,,KEARNY,NJ,07032,9734833200,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,Yes,Yes,Yes,No,No,Yes,No,POINT (-74.11172 40.748)
25-64UXG-CR,National Wholesale Signs of New York Inc.,Empire State Sign Design,Corporation,No,No,,317 Wheeler Street,,Tonawanda,NY,14150,7169011113,01/29/2025,01/29/2027,Active,Yes,,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.88598 43.00715)
24-648GA-CR,"Nations Roof East, LLC",,LLC,No,No,,255 Lake Avenue,,Yonkers,NY,10701,9144236171,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.88058 40.94609)
25-64OY5-CR,Nationwide Restoration Inc.,,Corporation,No,No,,1150 Lincoln Avenue,Suite 2,Holbrook,NY,11741,6315632100,01/17/2025,01/17/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.08417 40.77885)
25-64VPE-CR,"NATIVE CONTRACTING, INC.",,Corporation,No,No,,2535 MATTHEWS AVE,,BRONX,NY,10467,7186527777,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.86262 40.86416)
25-64V6K-CR,"Natural Restorations by Linda J & Co., Inc.",,Corporation,Yes,No,,P.O. Box 177,,Williamsville,NY,14231,7166896233,01/08/2025,01/08/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64YEE-CR,"Nature's Way Environmental Consultants and Contractors, Inc.",NW Contracting,Corporation,Yes,No,,3553 Crittenden Rd,,Alden,NY,14004,7169376527,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-78.48626 42.94414)
24-64YSA-CR,NAUGHTON ENERGY CORPORATION,,Corporation,Yes,No,,PO BOX 709,,POCONO PINES,PA,18350,5706460422,12/13/2024,12/29/2026,Active,No,Out of State,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,
24-64G3S-CR,Nautilus Controls Corp,,Corporation,No,No,,3718 Northern Blvd.,STE 517,Long Island City,NY,11101,3477616098,12/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.92563 40.75213)
25-64VNX-CR,NavAir Enterprises Corp.,,Corporation,No,No,,13 Dawson Rd,,Theills,NY,10984,4134124122,01/06/2025,01/06/2027,Active,No,Other,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.01937 41.19766)
25-64K9R-CR,NAVIGATENY LLC,,LLC,No,No,,2103 Antonio Drive,,Avon,NY,14414,5857477827,01/06/2025,01/06/2027,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-77.75532 42.89699)
24-64BBR-CR,"Navillus Tile, Inc.",Navillus Contracting,Corporation,No,No,,633 3rd Avenue,17th Floor,New York,NY,10017,2127501808,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,Yes,No,Yes,Yes,No,POINT (-73.97509 40.74986)
25-64UGC-CR,"NAX CONSTRUCTION, INC.",,Corporation,Yes,Yes,Daljit  Singh,109-23 Van Wyck Expressway,,Jamaica,NY,11435,7189157677,01/29/2025,01/29/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.80711 40.68656)
24-64RFL-CR,N.B.A CONSTRUCTION INC,,Corporation,Yes,No,,283 East 3rd Street,,Brooklyn,NY,11218,7186332905,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.9777 40.64492)
24-64YZK-CR,"NB ELECTRICAL SERVICES, LLC",,LLC,No,No,,3445 Winton Place,Suite 102,Rochester,NY,14623,5857607855,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-77.57904 43.09401)
24-64EHC-CR,N C C SYSTEMS INC.,,Corporation,No,No,,25646 NYS RT 3,,Watertown,NY,13601,3157889128,12/31/2024,12/31/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.85888 43.98542)
24-64E9K-CR,NCD COMMUNICATIONS INC.,,Corporation,No,No,,103 BRIDGE ROAD,,ISLANDIA,NY,11749,6317243955,12/31/2024,12/31/2026,Active,No,Other,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.18943 40.80443)
24-64JBH-CR,NCI Construction LLC,,LLC,No,No,,6161 Broadway Street,,Lancaster,NY,14086,7163093100,12/31/2024,12/31/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.61239 42.89151)
24-648TG-CR,NCI GymPads Corporation,,Corporation,No,No,,150 SKIDMORE RD,,DEER PARK,NY,11729,6312543913,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.30802 40.74786)
25-64USG-CR,"NC Reno, Inc.",,Corporation,No,No,,32 Old South Country Rd,,Brookhaven,NY,11719,6319725272,01/30/2025,01/30/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-72.90157 40.79809)
25-64OUK-CR,NDURA LLC,Nationwide Commercial Industrial,LLC,No,No,,91 CABOT STREET,,WEST BABYLON,NY,11704,6315639000,01/21/2025,01/21/2027,Active,Yes,,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.39197 40.73215)
24-64D9G-CR,Nead Electric Inc.,,Corporation,No,No,,187 East Union Avenue,,East Rutherford,NJ,07073,2013215055,12/19/2024,12/29/2026,Active,Yes,,No,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-74.08653 40.82082)
25-64T35-CR,Neally-De Jong Companies LLC,"Neally-Burlingame Environmental, LLC",LLC,No,No,,341 Park Ave,,Corning,NY,14830,6075240049,01/24/2025,01/24/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.03645 42.13144)
24-63H17-CR,Neave Painting Corp,,Sole Proprietorship,Yes,No,,14 Corporate Circle,Suite 2,East Syracuse,NY,13057,3154335084,12/05/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.08542 43.10189)
25-64CY8-CR,Nebcom Inc.,,Corporation,No,No,,35-61 Vernon Blvd.,,Long Island City,NY,11106,7189321280,01/08/2025,01/08/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.94237 40.76217)
25-64P14-CR,"N.E. Controls, LLC",,LLC,No,No,,7048 Interstate Island Rd,,Syracuse,NY,13209,3152995161,01/13/2025,01/13/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.2789 43.10993)
24-64DCK-CR,NEELAM CONSTRUCTION CORPORATION,,Corporation,Yes,No,,163-A Paris Avenue,,Northvale,NJ,07647,2014504372,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,Yes,No,Yes,No,No,Yes,No,POINT (-73.94744 41.00616)
24-639YU-CR,NE Envelope Solutions Inc,NE Envelope Solutions Inc,Corporation,No,No,,1 Kelvin Ln,,Plattsburgh,NY,12901,5853178156,12/11/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.46886 44.70569)
24-64BB7-CR,"NEHAL CONTRACTING, INC.",,Corporation,Yes,No,,152 AIRPORT EXECUTIVE PARK,,Nanuet,NY,10954,8455170711,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-74.02807 41.10906)
24-64BQT-CR,NEI LLC,,LLC,No,No,,134 south 3rd street,,Mechanicville,NY,12118,5185420144,12/16/2024,12/29/2026,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.69241 42.90197)
24-635U3-CR,NELCORP ELECTRICAL CONTRACTING CORP.,Nelcorp,Corporation,No,No,,35 n kelly ave,,endwell,NY,13760,6077548428,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,Yes,No,No,Yes,No,POINT (-76.02524 42.1091)
25-64PZB-CR,"Nelligan Co., Inc.",,Corporation,No,No,,115 Phelps Street,,East Syracuse,NY,13057,3154373955,01/13/2025,01/13/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.07808 43.06027)
25-64PD4-CR,Nelligan/White Architects PLLC,,LLC,No,No,,330 7th Avenue,Suite 1502,New York,NY,10001,2126750500,01/10/2025,01/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.99305 40.74763)
24-64F8R-CR,Nelson Air Device Corporation,,Corporation,No,No,,46-28 54th Avenue,,Maspeth,NY,11378,7187293801,12/21/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.92068 40.73142)
24-6359L-CR,"Nelson and Streeter Construction Company, Inc.",,Corporation,No,No,,PO Box 184,,Pine City,NY,14871,6077321008,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64Y6V-CR,"Neoplanta Restoration, Inc",,Corporation,Yes,No,,1113 Ballston Lake Rd.,,Ballston Lake,NY,12019,5184065345,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.87568 42.90101)
24-63ZPP-CR,N.E.P. Glass Co. Ltd.,,Corporation,No,No,,6224 State Route 5,,Little Falls,NY,13365,3158238800,11/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-74.90293 43.02293)
25-64ZSG-CR,NEPTUNE AMERICA INC.,,Corporation,No,No,,317 LORING ROAD,,LEVITTOWN NY,NY,11756,3472783335,02/11/2025,02/11/2027,Active,No,Other,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.52799 40.71178)
25-64QI5-CR,Nest Wireless Global LLC,,LLC,Yes,No,,135-15 40th Road,Suite #602,Flushing,NY,11354,9083346060,01/15/2025,01/15/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.83093 40.75857)
25-64Z3C-CR,NETDT LLC,li construction llc,Corporation,Yes,No,,9522 63rd rd,suite 160,rego park,NY,11374,6465430202,02/11/2025,02/11/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.86123 40.73074)
25-64TBO-CR,Nets That Work Co.,,Partnership,No,No,,322 Eighth Ave.,#701,New York,NY,10001,8008726387,01/22/2025,01/22/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.99696 40.74738)
25-64XLQ-CR,Netula LLC,,LLC,No,No,,1441 Broadway,6th Floor #6164,New York,NY,10018,8622626971,01/17/2025,01/17/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.98669 40.75487)
25-64Z6P-CR,"NETWORK BUILDING & CONSULTING, LLC",,LLC,No,No,,6095 Marshalee Drive,Suite 300,Elkridge,MD,21075,4107127092,02/12/2025,02/12/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.7741 39.20563)
24-64E97-CR,"Networked Educational Technologies, LTD.",CSDNET,Corporation,No,No,,874 Montauk Hwy,,Bayport,NY,11705,6319247474,12/31/2024,12/31/2026,Active,Yes,,Yes,No,No,,,,,Yes,No,No,No,No,Yes,No,POINT (-73.04891 40.74721)
25-64QSZ-CR,Network Experts of New York Inc.,,Corporation,Yes,No,,407 Vesper Court,,Slingerlands,NY,12159,5182699963,01/15/2025,01/15/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.86999 42.67162)
24-64NXG-CR,"Network Outsource, Inc.",Network Outsource,Corporation,No,No,,135 Denton Avenue,,New Hyde Park,NY,11040,5164885888,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.67156 40.74314)
24-64F7P-CR,"Neuber Environmental Services, Inc.",,Corporation,No,No,,1100 Grosser Road,Suite C,Gilbertsville,PA,19525,6109334332,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.63409 40.30777)
24-64ENI-CR,New Britain Roofing Company,,Corporation,No,No,,721 Fox Street,,Horseheads,NY,14845,6072719730,12/30/2024,12/30/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-76.83425 42.15751)
24-634UL-CR,"NEW CASTLE PAVING, LLC",,LLC,No,No,,1 Madison St,Suite 100,Troy,NY,12180,5182750226,12/02/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,Yes,No,Yes,Yes,No,Yes,No,POINT (-73.69869 42.71871)
24-635SJ-CR,New Century Electric Inc.,,Corporation,No,No,,38465 NYS Route 12,,"Clayton, NY 13624",NY,13624,3156862574,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.0746 44.22459)
25-64S1P-CR,NEW CITY ELECTRIC LLC,Brady Electric,LLC,No,No,,63 Industrial Drive,,North Tonawanda,NY,14120,7166930404,02/07/2025,02/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.88707 43.04657)
25-64IK7-CR,"NEW ENGLAND ASPHALT SERVICES, LLC II",,LLC,No,No,,508 Forest Rd,,Northford,CT,06472,2032083178,02/04/2025,02/04/2027,Active,No,Out of State,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-72.79625 41.36801)
24-63H64-CR,"New England Mechanical Services, Inc.",EMCOR Services New England Mechanical,Corporation,No,Yes,"Russell  Stevens, Daniel  Bourbeau Jr., Richard  McQuillan",55 Gerber Road East,,South Windsor,CT,06074,8608711111,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-72.50795 41.82264)
24-6341G-CR,"New England Security Film, LLC",New England Security Film,LLC,No,No,,123 Bluebird Road,,FORT EDWARD,NY,12828,5187987883,12/02/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.62612 43.28128)
25-64PVE-CR,"NEWFANE GENERAL CONTRACTING, LLC",,LLC,No,No,,PO Box 403,,Barker,NY,14012,7168708718,01/11/2025,01/11/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,
24-64Y9U-CR,"New Frontier Excavating and Paving, Inc.",,Corporation,No,No,,7003 Brown Hill Rd,,Boston,NY,14025,7164305046,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-78.73332 42.61056)
24-64BUF-CR,"NewGen Painting, Inc.",,Corporation,No,No,,2 W 45th St.,Suite 1715,New York,NY,10036,6463547680,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.98008 40.75565)
24-63SDP-CR,New Heitz Site Services LLC,,LLC,No,No,,8644 Buffalo ave,,niagara falls,NY,14304,7162998885,11/15/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.96467 43.07716)
25-64CCC-CR,NEWMARK SOLUTIONS CORP,,Corporation,Yes,No,,43-49 10th Street   Suite 501,,Long Island City,NY,11101,9179724688,01/09/2025,01/09/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.94987 40.75099)
24-64E67-CR,New Prime General Construction CORP.,,Corporation,Yes,No,,2530 lurting ave floor 1,,Bronx,NY,10469,7186541048,12/31/2024,12/31/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.85684 40.86392)
24-64FXJ-CR,New Roc Contracting Corp.,,Corporation,Yes,No,,2125 CENTER AVE,STE 503,FORT LEE,NJ,07024,9145003994,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-73.97039 40.85603)
24-64GHX-CR,New Safeway Contracting Corp.,,Corporation,Yes,No,,175-14 Hillside Avenue,,Jamaica,NY,11432,7186580911,12/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.78719 40.71182)
25-64C6U-CR,NewSource LLC,,LLC,No,No,,PO BOX 1635,,Lockport,NY,14094,7164490050,01/10/2025,01/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64FB8-CR,Newtech Installation USA Inc.,,Corporation,No,No,,444 Smith Street,,Middletown,CT,06457,8603441261,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,No,No,No,Yes,No,POINT (-72.71964 41.58413)
24-64RKF-CR,"NEW YORK BOILER, INC.",,Corporation,No,No,,5885 PRESTON CT,,BROOKLYN,NY,11234,7182513000,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.92125 40.64011)
25-64ZJK-CR,"New York Boom Trucks, Inc.",,Corporation,No,No,,661 Burnside Avenue,,Lawrence,NY,11559,5166127566,02/10/2025,02/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.74014 40.62312)
25-64177-CR,New York Communications Company Inc.,NYCOMCO,Corporation,No,No,,53 West Cedar Street,,Poughkeepsie,NY,12601,8454715520,01/28/2025,01/28/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.92729 41.72032)
24-64YUP-CR,NEW YORK CONCRETE CORP.,,Corporation,Yes,No,,708 Sharrotts Road,,Staten Island,NY,10309,7189673720,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-74.24142 40.539)
25-64147-CR,"New York Contracting Services, Inc.",,Corporation,No,No,,661 Burnside Avenue,,Lawrence,NY,11559,5166127566,01/28/2025,01/28/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.74014 40.62312)
24-63HGF-CR,"NEW YORK ENVIRONMENTAL SYSTEMS, INC.",,Corporation,No,No,,460 morgan ave,,BROOKLYN,NY,11222,7183885500,12/05/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.93767 40.71982)
25-64QYX-CR,New York Fire Detection Inc.,New York Fire Detection Inc,Corporation,No,No,,1230 Port Washington Blvd,,Port Washington,NY,11050,5168833900,01/14/2025,01/14/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.68508 40.83337)
24-6394K-CR,"New York Insulation, Inc.","New York Insulation, Inc.",Corporation,No,No,,51-05 Flushing Avenue,Suite 406,Maspeth,NY,11378,7183260125,12/12/2024,12/29/2026,Active,Yes,,Yes,No,Yes,State Law,New York,05/16/2012,05/08/2020,No,No,No,No,No,Yes,No,POINT (-73.91541 40.71367)
24-639KR-CR,NEW YORK MECHANICAL GROUP INC.,,Corporation,No,No,,1 Prospect Park Southwest,,Brooklyn,NY,11215,7186120893,12/11/2024,12/29/2026,Active,Yes,,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-73.97933 40.66074)
24-64YLY-CR,New York Memory Center,Park Slope Geriatric Day Center,Corporation,No,No,,199 14th Street 1st Floor,,Brooklyn,NY,11215,7184997701,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.99051 40.66698)
24-639HP-CR,New York Paving Inc.,,Corporation,No,No,,37-18 Railroad Avenue,,Long Island City,NY,11101,7184820780,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.93879 40.73352)
25-64LIR-CR,New York Poured Floors Corp,Poured Floors of New York and New Jersey,Corporation,No,No,,1552 Stevens Avenue,,Merrick,NY,11566,8005179791,02/03/2025,02/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.5505 40.68126)
24-637FJ-CR,"New York State Fence, Inc.","New York State Fence, Inc.",Corporation,No,No,,858 Manitou Road,,Hilton,NY,14468,5853923222,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.74881 43.27668)
25-64K1H-CR,New York State Foam & Energy LLC,,LLC,No,No,,PO Box 175,,Cornwall,NY,12518,8455344656,01/05/2025,01/05/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-635BK-CR,New York Steel & Precast LLC,,LLC,No,No,,8 Mill Road,,Fairport,NY,14450,5857377630,12/03/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.4686 43.07399)
24-637H8-CR,New York Technologies Corporation,,Corporation,No,No,,3737 New Court Ave,,Syracuse,NY,13206,3154321917,12/09/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.11545 43.08094)
24-64RBF-CR,"New York Trenchless, INC.",,Corporation,No,No,,PO Box 2208,,Aquebogue,NY,11931,6318748444,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,
25-64VQ1-CR,NexGenEco USA Inc,NexGenEco USA Inc,Corporation,No,No,,200 Dix Hills Rd,,Dix Hills,NY,11746,7185518720,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-73.36818 40.82873)
24-63664-CR,"Next Era Contracting, Inc",,Corporation,No,No,,497 Water Street,,North Lawrence,NY,12967,5185217424,12/11/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-74.66871 44.7052)
25-641G5-CR,"Next Gen Signs, Inc.",Next Gen Signs Inc,Corporation,No,No,,950 State Route 9H,,Ghent,NY,12075,5189381306,01/27/2025,01/27/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.71969 42.28199)
25-64KFZ-CR,NEXT STEP INSTALLATIONS INC,,Corporation,No,No,,170 SARINE ROAD,,WURTSBORO,NY,12790,8457985343,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.53264 41.606)
24-648IP-CR,"N. F. P. & Sons, Inc.",,Corporation,No,No,,7311 Ward Road,,North Tonawanda,NY,14120,7166952926,12/28/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.88814 43.07222)
25-64K1S-CR,"Niagara Coatings Services, Inc.",,Corporation,No,No,,8025 Quarry Road,,Niagara Falls,NY,14304,7162975834,01/05/2025,01/05/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-78.97335 43.12337)
25-64K8T-CR,"Niagara Sealants, LLC",,LLC,No,No,,8425 WEstphalinger Rd,,East Amherst,NY,14051,7164176097,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.68162 43.07865)
25-64P3K-CR,Nichlo Landscaping Inc.,,Corporation,Yes,No,,19,Meadow Lane,MARLBORO,NJ,07746,6462081966,01/13/2025,01/13/2027,Active,No,Out of State,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64E1X-CR,"Nicholas Excavation and Construction, Inc.",,Corporation,No,No,,2345 Cemetery Road,,Fabius,NY,13063,3152898894,12/30/2024,12/30/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.00286 42.88504)
24-634L8-CR,"Nicholson & Galloway, Inc.",,Corporation,No,No,,261 Glen Head Road,,Glen Head,NY,11545,5166713900,12/02/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.61826 40.8359)
24-635KU-CR,"Nickerson NY, LLC",,LLC,No,No,,11 Moffitt Boulevard,,Bay Shore,NY,11706,6317924739,12/03/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.23486 40.73141)
24-64BRQ-CR,"NIETO CONTRACTORS, INC.",L & M Company,Corporation,Yes,No,,140 Highland Street,,Port Chester,NY,10573,9149371030,12/14/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.66168 41.00446)
25-64JZX-CR,Nika Contracting Group Corp.,,Corporation,No,No,,83 SANDS POINT RD.,,PORT WASHINGTON,NY,11050,3475361804,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.71285 40.84719)
24-64NZC-CR,NIKHI CONTRACTING CORP,,Corporation,Yes,No,,"300 KIMBALL ST , SUITE 102",,WOODBRIDGE,NJ,07095,7322185680,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-74.29051 40.57075)
24-64NO8-CR,NIKO CONSTRUCTION & TRUCKING SERVICES INC,,Corporation,No,No,,2169 MAPLE AVE,,CORTLANDT MANOR,NY,10567,9144868476,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.88943 41.2715)
24-637TO-CR,NIKO DEVELOPMENT CORP.,,Corporation,No,No,,170 Cherry Valley Ave.,,West Hempstead,NY,11552,5162924520,12/09/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.6524 40.71069)
25-64PDL-CR,Niko K Construction Corp.,,Corporation,No,No,,45-67 196th Place,,Flushing,NY,11358,6467840306,01/10/2025,01/10/2027,Active,Yes,,Yes,No,No,,,,,Yes,No,No,No,No,Yes,No,POINT (-73.78434 40.75416)
24-64YIE-CR,Nine Line Rentals LLC,,LLC,No,No,,119 Garson Ave,,Rochester,NY,14609,5859995150,12/13/2024,12/29/2026,Active,No,Other,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.5839 43.16398)
