Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance
MAWHINEY TRUCKING INC,NO DBA,Corporation,No,No,None Listed,425 LK ST,NOT APPLICABLE,WILSON,NY,14172,7167516418,1/3/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MAX BUILDERS INC,NO DBA,Corporation,No,No,None Listed,15801 NORTH CONDUIT AVE,NOT APPLICABLE,JAMAICA,NY,11434,3472511663,2/5/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MAX HOROWITZ  SON INC,FLOORS UNLIMITED,Corporation,No,No,None Listed,2260 JERICHO TPKE,NOT APPLICABLE,GARDEN CITY PARK,NY,11040,5167411900,1/31/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MAXIMUM CUSTOM CLEANING LLC,NO DBA,LLC,No,No,None Listed,15 MARWAY CIR,SUITE 2B,ROCHESTER,NY,14624,5853173948,1/21/2025,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MAXIMUM SECURITY PRODUCTS CORP,NO DBA,Corporation,No,No,None Listed,PO BOX 17017,ATTN SHERYL BLAIR,GALVESTON,TX,77552,7138808411,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
MAX POWER INC,NO DBA,Corporation,No,No,None Listed,135 OCEANVIEW RD,NOT APPLICABLE,EAST ROCKAWAY,NY,11518,5164765430,2/3/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MAXXUM CONSTRUCTION CORP,NO DBA,Corporation,Yes,No,None Listed,2 BARK AVE,NOT APPLICABLE,CENTRAL ISLIP,NY,11722,6315822155,1/5/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MAYBEE ENTERPRISES INC,NO DBA,Corporation,No,No,None Listed,1266 AIRPORT RD,NOT APPLICABLE,HORNELL,NY,14843,6073240840,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MAYRICH CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,1141 OAKPOINT AVE,NOT APPLICABLE,BRONX,NY,10474,7183782600,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MAZONE PLUMBING  HEATING INC,NO DBA,Corporation,No,No,None Listed,93 ELSMERE AVE,NOT APPLICABLE,DELMAR,NY,12054,5184392238,11/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MAZZA MECHANICAL SERVICES INC,NO DBA,Corporation,No,No,None Listed,430 NORTH 7TH ST,NOT APPLICABLE,OLEAN,NY,14760,7163720091,11/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No
M  B FLOOR INC,NO DBA,Corporation,No,No,None Listed,6774 NEW STATE ROUTE 31,NOT APPLICABLE,MEMPHIS,NY,13112,3156893932,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
M BHUIYAN CONSTRUCTION CO INC,NO DBA,Corporation,Yes,No,None Listed,1255 E 37TH ST,NOT APPLICABLE,BROOKLYN,NY,11210,7186773400,2/10/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MBO CONTRACTING LLC,NO DBA,LLC,No,No,None Listed,329 GLN AVE,NOT APPLICABLE,SCOTIA,NY,12302,5189484784,2/11/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MBWC INC,NO DBA,Corporation,Yes,No,None Listed,522 SARATOGA AVE,NOT APPLICABLE,BROOKLYN,NY,11212,3473428833,1/28/2025,No,Sole Proprietor,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
M CARY INC,NO DBA,Corporation,No,No,None Listed,64 TOLEDO ST,NOT APPLICABLE,FARMINGDALE,NY,11735,6315010024,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
M CARY MARKINGS INC,NO DBA,Corporation,No,No,None Listed,64 TOLEDO ST,NOT APPLICABLE,FARMINGDALE,NY,11735,6315010024,1/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
MCAS ROOFING  CONTRACTING INC,MCAS ROOFING  CONTRACTING INC,Corporation,No,No,None Listed,2006 ALBANY POST RD,NOT APPLICABLE,CROTON ON HUDSON,NY,10520,9144550976,1/8/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCCAGG EXCAVATING INC,NO DBA,Corporation,No,No,None Listed,33 BENDER BLVD,NOT APPLICABLE,GHENT,NY,12075,5188282388,2/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCCANN SYSTEMS LLC,NO DBA,LLC,No,No,None Listed,290 FERNWOOD AVE,NOT APPLICABLE,EDISON,NJ,8837,7323469600,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCCAREY LANDSCAPING INC,NO DBA,Corporation,Yes,No,None Listed,80 TOWER DR,NOT APPLICABLE,MIDDLETOWN,NY,10941,8453557500,11/15/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCCLAIN ASSOCIATES INC,MCCLAIN ASSOCIATES INC,Corporation,Yes,No,None Listed,62 MARWAY CIR,NOT APPLICABLE,ROCHESTER,NY,14624,5854614740,12/30/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCCLAIN  CO INC,NO DBA,Corporation,No,No,None Listed,19152 GERMANNA HWY,NOT APPLICABLE,CULPEPER,VA,22701,5404231110,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCD METALS LLC,NO DBA,LLC,No,No,None Listed,20 CORPORATE CIR,NOT APPLICABLE,ALBANY,NY,12203,5184569694,11/29/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MC EBERZ INC,NEXXUS RECREATION,Corporation,No,No,None Listed,ONE MAIN ST,LOWER SUITE 3,HAMBURG,NY,14075,7169495417,12/30/2024,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MC FUHRMAN ASSOCIATES LLC,NO DBA,LLC,No,No,None Listed,70 TANNER ST,NOT APPLICABLE,HADDONFIELD,NJ,8033,8563053195,12/31/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCGINNIS NELSON CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,4833 APPLE TREE RDG,NOT APPLICABLE,MANLIUS,NY,13104,3153825296,1/8/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No
MC GOWAN BUILDERS INC,NO DBA,Corporation,No,No,None Listed,330 7TH AVE,SUITE 1902,NEW YORK,NY,10001,2122035577,1/28/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCHUGH FURNISHINGS LLC,MCHUGH INSTITUTIONAL FURNISHINGS,LLP,No,No,None Listed,125 LASER CT,NOT APPLICABLE,HAUPPAUGE,NY,11788,5162222200,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCI COMMUNICATIONS SERVICES LLC,VERIZON BUSINESS SERVICES,LLC,No,Yes,"Margaret  Hallbach, Scott  Krohn, Mary-Lee  Stillwell, Greg  Romano, Susan  Vinci, Caroline  Armour",ONE VERIZON WAY,NOT APPLICABLE,BASKING RIDGE,NJ,7920,8039494201,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCI CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,3754 PERRY ST,NOT APPLICABLE,JEFFERSON VALLEY,NY,10535,9142481414,1/8/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
MCI MOMENTUM CONSULTING LLC,NO DBA,LLC,Yes,No,None Listed,5057 BLANCHARD CT,NOT APPLICABLE,SAINT CLOUD,FL,34772,2017379927,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCINTOSH CONTROLS CORPORATION OF NJ,MCINTOSH CONTROLS,Corporation,No,No,None Listed,45 NORTH BEVERWYCK RD,NOT APPLICABLE,LAKE HIAWATHA,NY,7034,9734334700,1/9/2025,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCJ CONSTRUCTION LLC,NO DBA,LLC,No,No,None Listed,777 BUNKER HL RD,NOT APPLICABLE,MAYFIELD,NY,12117,5186615022,12/30/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCK BUILDING ASSOCIATES INC,NO DBA,Corporation,No,No,None Listed,221 W DIVISION ST,NOT APPLICABLE,SYRACUSE,NY,13204,3154757499,11/27/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCLAUGHLIN CONSTRUCTION CORP,EDBAUER CONSTRUCTION,Corporation,No,No,None Listed,2790 CLINTON ST,NOT APPLICABLE,WEST SENECA,NY,14224,7168830280,11/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
MCL HOME AND BUSINESS INNOVATIONS LLC,NO DBA,LLC,No,No,None Listed,285 IRISH SETTLEMENT RD,NOT APPLICABLE,HEUVELTON,NY,13654,3152764004,12/31/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCMULLENBISHOP INC,NORTHEASTERN ELECTRICAL COMPANY,Corporation,No,No,None Listed,35 REGENCY OAKS BLVD,1,ROCHESTER,NY,14624,5855942700,12/31/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No
MCNAMEE CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,154 ROUTE 202,PO BOX 182,LINCOLNDALE,NY,10540,9142435910,1/7/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
MCNEIL SALES  SERVICE INC,868949355,Corporation,No,No,None Listed,15 MARLEN DR,NOT APPLICABLE,ROBBINSVILLE,NJ,8691,6098907007,1/27/2025,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
MCO FLOORING LLC,NO DBA,LLC,Yes,No,None Listed,200 METRO PARK,NOT APPLICABLE,ROCHESTER,NY,14623,5852339886,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MC SUPERIOR ELECTRICAL SYSTEMS INC,NO DBA,Corporation,No,No,None Listed,PO BOX 453,NOT APPLICABLE,WALDEN,NY,12586,8457786565,12/11/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
MCT AT SERVICE INC,NO DBA,Corporation,Yes,No,None Listed,1585 CENTRAL PARK AVE,55,YONKERS,NY,10710,3477757750,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MC TREE CONSULTING LLC,NO DBA,Partnership,Yes,No,None Listed,425 WINCHESTER AVE,NOT APPLICABLE,STATEN ISLAND,NY,10312,3475522600,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MC UTILITIES LLC,NO DBA,LLC,No,No,None Listed,155 COMMERCE DR,NOT APPLICABLE,LACKAWANNA,NY,14218,7168644633,12/13/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MCVAC ENVIRONMENTAL SERVICES INC,NO DBA,Corporation,No,No,None Listed,481 GRAND AVE,NOT APPLICABLE,NEW HAVEN,CT,6513,2034981427,1/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
MD CONSTRUCTION NY INC,NO DBA,Corporation,Yes,No,None Listed,9527 86TH ST,NOT APPLICABLE,OZONE PARK,NY,11416,9172879521,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MD DRILLING  BLASTING INC,NO DBA,Corporation,No,No,None Listed,PO BOX 307,NOT APPLICABLE,GARDINER,ME,4345,2075822338,1/14/2025,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MDS CONSTRUCTION MANAGEMENT LLC,NO DBA,LLC,Yes,No,None Listed,1652 PARK AVE,APT 4H,NEW YORK,NY,10035,6462605488,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MDS HVACR INC,NO DBA,Corporation,No,No,None Listed,192 PLAINS RD,NOT APPLICABLE,WALDEN,NY,12586,8457134598,1/2/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
MDS INTERIORS INC,NO DBA,Corporation,No,No,None Listed,838 MCLEAN AVE,NOT APPLICABLE,YONKERS,NY,10704,9175314015,12/31/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
MEAD ENTERPRISES INC,NO DBA,Corporation,No,No,None Listed,69 BUTTON RD,NOT APPLICABLE,WATERFORD,NY,12188,5182352841,12/23/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MEARS GROUP INC,NO DBA,Corporation,No,No,None Listed,16000 COLLEGE BLVD,NOT APPLICABLE,LENEXA,KS,66219,9132217439,1/28/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MECC CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,21 AUTUMN AVE,NOT APPLICABLE,BROOKLYN,NY,11208,7182350800,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
MECHANICAL AND MARINE CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,91 BEAVER DR,NOT APPLICABLE,KINGS PARK,NY,11754,9174566965,1/5/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
MECHANICAL ELECTRICAL CORP,MECHANICAL ELECTRICAL CORP,Corporation,No,No,None Listed,876 JAMAICA AVE,NOT APPLICABLE,BROOKLYN,NY,11208,7187919926,1/30/2025,Yes,Not Applicable,Yes,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
MECHANICAL ENERGY SOLUTIONS LLC,NO DBA,LLC,No,No,None Listed,3718 NORTHERN BLVD,STE 517,LONG ISLAND CITY,NY,11101,3477616098,1/3/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MECHANICAL TESTING SERVICES LLC,MTI AN INTEGRA COMPANY,LLC,No,No,None Listed,4 CHELSEA PL,SUITE 102,CLIFTON PARK,NY,12065,5184507292,12/4/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
MEDIAL CONSTRUCTION SERVICES,NO DBA,LLC,No,No,None Listed,9 SPRING ST,NOT APPLICABLE,SCHUYLERVILLE,NY,12871,5189341099,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MEDICAL GAS TECHNOLOGIES INC,NO DBA,Corporation,No,No,None Listed,131 W REMINGTON ST,NOT APPLICABLE,BLACK RIVER,NY,13612,3157711391,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MEDINA INSULATION CORP,NO DBA,Corporation,Yes,No,None Listed,16THORNTON RD,NOT APPLICABLE,OAKLAND,NJ,7436,9739162585,12/27/2024,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MEDLEY AIR INC,NO DBA,Corporation,No,No,None Listed,265 MCCORMICK DR,NOT APPLICABLE,BOHEMAI,NY,11716,6312184060,12/30/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MEDSTEEL CONSTRUCTION LLC,NO DBA,LLC,No,No,None Listed,25 COMMERCIAL BLVD,NOT APPLICABLE,MEDFORD,NY,11763,6317322800,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ME ENGINEERING PC,NO DBA,Corporation,No,No,None Listed,300 TROLLEY BLVD,NOT APPLICABLE,ROCHESTER,NY,14606,5852885590,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
MEGA CONSTRUCTION MANAGEMENT INC,NO DBA,Corporation,Yes,Yes,"MARIA VICTORIA N SONGSONG, GINO L PARLANTI",29 PANGBORN PL,NOT APPLICABLE,HACKENSACK,NJ,7601,2013435059,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
MEGA ELECTRICAL CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,231 WOODBURY RD,NOT APPLICABLE,WOODBURY,NY,11797,5168523273,1/24/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
MEGA PAINTING  CONRACTING INC,NO DBA,Corporation,No,No,None Listed,3811 DITMARS BLVD,429,ASTORIA,NY,11105,3476002531,12/31/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MEGATECH DEVELOPMENT INC,NO DBA,Corporation,No,No,None Listed,4116 DITAMRS BLVD,NOT APPLICABLE,ASTORIA,NY,11105,3475450778,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MEHL ELECTRIC COMPANY INC,NO DBA,Corporation,No,No,None Listed,74 S MAIN ST,NOT APPLICABLE,PEARL RIVER,NY,10965,8457354004,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,Yes,No,Yes,No
MEHMOOD GENERAL CONTRACTING CORP,NO DBA,Corporation,Yes,No,None Listed,166 27TH ST,NOT APPLICABLE,BROOKLYN,NY,11232,7185004605,1/24/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MEID LLC,MEID CONSTRUCTION LLC,LLP,No,No,None Listed,10 CASTLE ST,APT 1,ONEIDA,NY,13421,3153611768,12/4/2024,Yes,Not Applicable,Yes,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No
MEIER PARTNERS ARCHITECTS LLP,NO DBA,LLP,No,No,None Listed,475 TENTH AVE,6TH FLOOR,NEW YORK,NY,10018,2129676060,1/13/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MEJIAS BROTHERS CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,PO BOX 514,NOT APPLICABLE,BEDFORD HILLS,NY,10507,9144373623,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MELCON GENERAL CONTRACTORS LLC,NO DBA,LLC,Yes,No,None Listed,295 MADISON AVE,12TH FL,NEW YORK,NY,10017,7189376000,1/15/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MELEK HOME REMODELING LLC,NO DBA,LLC,No,No,None Listed,286 JUDY ANN DR,NOT APPLICABLE,ROCHESTER,NY,14616,5854742611,1/29/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MELISSA JOHNSON ASSOCIATES INC,NO DBA,Corporation,No,No,None Listed,26 BROADWAY,3RD FLOOR,NEW YORK,NY,10004,9179320077,1/6/2025,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MELO CONTRACTING INC,NO DBA,LLC,No,No,None Listed,909 HORSEBLOCK RD,NOT APPLICABLE,FARMINGVILLE,NY,11738,6318463782,1/10/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MELODY MECHANICAL CORP,NO DBA,Corporation,No,No,None Listed,265 MCCORMICK DR,SUITE A,BOHEMIA,NY,11716,6312566688,1/2/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MELRIC SYSTEMS CORP,NO DBA,Corporation,No,No,None Listed,16 NORDEN LN,NOT APPLICABLE,HUNTINGTON STATIONB,NY,11746,6313857252,1/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MELROSE CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,500 ROBINSON RD,NOT APPLICABLE,GREENPORT,NY,11944,6314771546,12/30/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
MELWOOD CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,303 LINWOOD AVE,SUITE 1A,FAIRFIELD,CT,6824,2032542040,1/9/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MENGLER MECHANICAL INC,NO DBA,Corporation,No,No,None Listed,1689 ROUTE 22,NOT APPLICABLE,BREWSTER,NY,10509,8452797029,12/6/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
MENT BROS IRON WORKS CO INC,NO DBA,Corporation,Yes,No,None Listed,330 W 38TH ST,SUITE 1104,NEW YORK,NY,10018,2122176500,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MERCURY SAFETY  UTILITY SERVICES LLC,MERCURY SAFETY  UTILITY SERVICES LLC,LLC,No,No,None Listed,2340 BRIGHTON HENRIETTA TOWNLINE RD,STE 20,ROCHESTER,NY,14623,5857362383,1/14/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MERIDIAN CONSTRUCTION GROUP INC,NO DBA,Corporation,No,No,None Listed,3533 31ST ST,NOT APPLICABLE,ASTORIA,NY,11106,7184756789,1/15/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MERK BLASTING SERVICES INC,NO DBA,Corporation,Yes,No,None Listed,7370 TOWNLINE RD,NOT APPLICABLE,DERBY,NY,14047,7164629056,12/10/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MERRICK UTILITY ASSOCIATES INC,NO DBA,Corporation,No,No,None Listed,91 MARINE ST,NOT APPLICABLE,FARMINGDALE,NY,11735,6312492560,12/9/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
MERRITT CONSTRUCTION INC,MERRITT CONSTRUCTION INC,Corporation,No,No,None Listed,6 STAGHORN DR,NOT APPLICABLE,SAUGERTIES,NY,12477,8452462138,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
MERUT CONSTRUCTION CORPORATION,NO DBA,Corporation,Yes,No,None Listed,324 DENNISON ST,NOT APPLICABLE,SWOYERSVILLE,PA,18704,8336378826,1/8/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
MESH CONSTRUCTION LLC,NO DBA,LLC,No,No,None Listed,3251 44TH ST,NOT APPLICABLE,ASTORIA,NY,11103,6464206578,2/3/2025,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes
