Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose, Prime Contract Current Amount , Prime Contract Original Amount , Prime Vendor Spend to Date ,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business
CT184620248804137,Yes,Sub Vendor,DEBORAH BRADLEY CONSTRUCTION AND MANAGEMENT SERVICES INC,Women (Non-Minority),M203-117MA2 RECONSTRUCTION OF DAG HAMMARSKJOLD PLAZA, $-   , $-   , $-   ,2/26/2024,2/25/2025,12/13/2023,Yes,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84623B0050001,,-,-,Panili Plumbing & Heating LLC,Non-M/WBE,Furnish and install all Plumbing items.,No Subcontract Payments Submitted,Construction Services,135840,135840,0,2/26/2024,2/25/2025,004,No ,No 
CT184620248804137,Yes,Sub Vendor,DEBORAH BRADLEY CONSTRUCTION AND MANAGEMENT SERVICES INC,Women (Non-Minority),M203-117MA2 RECONSTRUCTION OF DAG HAMMARSKJOLD PLAZA, $-   , $-   , $-   ,2/26/2024,2/25/2025,12/13/2023,Yes,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84623B0050001,,-,-,CORONA INDUSTRIES CORP,Hispanic American,Furnish and install fence items,No Subcontract Payments Submitted,Construction Services,107910,107910,0,2/26/2024,2/25/2025,001,No ,No 
CT184620248804122,Yes,Prime Vendor,BROAD CONSTRUCTION INC,Asian American,"Reconstruction of Greene Playground, Brooklyn"," $2,602,498.75 "," $2,602,498.75 "," $719,579.25 ",4/22/2024,4/21/2025,12/14/2023,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84622B0214001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620248804122,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,"Reconstruction of Greene Playground, Brooklyn", $-   , $-   , $-   ,4/22/2024,4/21/2025,12/14/2023,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84622B0214001,,-,-,CNZ CONSTRUCTION CORP,Non-M/WBE,FURNISH & INSTALL SAFETY SURFACE,No Subcontract Payments Submitted,Construction Services,258685,258685,0,9/16/2024,2/20/2025,011,No ,No 
CT184620248804122,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,"Reconstruction of Greene Playground, Brooklyn", $-   , $-   , $-   ,4/22/2024,4/21/2025,12/14/2023,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84622B0214001,,-,-,"Paul Bunyon Tree Care, Inc.",Women (Non-Minority),Tree Pruninig & Landscaping,No Subcontract Payments Submitted,Construction Services,26475,26475,0,5/21/2024,9/30/2024,010,Yes,No 
CT184620248804122,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,"Reconstruction of Greene Playground, Brooklyn", $-   , $-   , $-   ,4/22/2024,4/21/2025,12/14/2023,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84622B0214001,,-,-,"Paul Bunyon Tree Care, Inc.",Women (Non-Minority),Pruning & Landscaping,ACCO Rejected Subcontract,Construction Services,12000,12000,0,4/27/2024,4/21/2025,003,Yes,No 
CT184620248804122,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,"Reconstruction of Greene Playground, Brooklyn", $-   , $-   , $-   ,4/22/2024,4/21/2025,12/14/2023,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84622B0214001,,-,-,"CID CONSTRUCTION SERVICES, LLC",Hispanic American,Asbestos Abatement & Air Monitoring,ACCO Rejected Subcontract,Construction Services,6265,6265,0,4/27/2024,5/27/2024,002,No ,No 
CT184620248804122,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,"Reconstruction of Greene Playground, Brooklyn", $-   , $-   , $-   ,4/22/2024,4/21/2025,12/14/2023,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84622B0214001,,-,-,TEC PLUMBING CORP.,Non-M/WBE,Plumbing,No Subcontract Payments Submitted,Construction Services,10000,10000,0,5/6/2024,12/15/2024,004,No ,No 
CT184620248804122,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,"Reconstruction of Greene Playground, Brooklyn", $-   , $-   , $-   ,4/22/2024,4/21/2025,12/14/2023,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84622B0214001,,-,-,BUILDING SYSTEMS INC,Non-M/WBE,"Excavation, Operating of Machines, Concrete & Masonry",No Subcontract Payments Submitted,Construction Services,150000,150000,0,4/29/2024,3/20/2025,005,No ,No 
CT184620248804122,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,"Reconstruction of Greene Playground, Brooklyn", $-   , $-   , $-   ,4/22/2024,4/21/2025,12/14/2023,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84622B0214001,,-,-,MESSINA ASPHALT CORP,Non-M/WBE,Full Depth Asphalt,No Subcontract Payments Submitted,Construction Services,75000,75000,0,7/22/2024,11/22/2024,008,No ,No 
CT184620248804122,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,"Reconstruction of Greene Playground, Brooklyn", $-   , $-   , $-   ,4/22/2024,4/21/2025,12/14/2023,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84622B0214001,,-,-,HMA ELECTRIC LLC,Black American,Electrical work for Decorative Steel Spray Fixture,ACCO Reviewing Subcontract,Construction Services,2500,2500,0,5/20/2024,9/20/2024,007,No ,No 
CT184620248804118,Yes,Prime Vendor,APACHE ENVIRONMENTAL & DEVELOPMENT LLC,Hispanic American,"R087-120M: Dongan Playground Reconstruction, Staten Island"," $2,772,703.49 "," $2,694,285.19 "," $2,590,506.91 ",3/4/2024,3/2/2025,12/11/2023,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0003001C001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620248804118,Yes,Sub Vendor,APACHE ENVIRONMENTAL & DEVELOPMENT LLC,Hispanic American,"R087-120M: Dongan Playground Reconstruction, Staten Island", $-   , $-   , $-   ,3/4/2024,3/2/2025,12/11/2023,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0003001C001,,-,-,"MATE MATURA & SONS, INC.",Women (Non-Minority),Pipe Insulation,No Subcontract Payments Submitted,Construction Services,5000,5000,0,10/16/2024,2/28/2025,013,Yes,No 
CT184620248804118,Yes,Sub Vendor,APACHE ENVIRONMENTAL & DEVELOPMENT LLC,Hispanic American,"R087-120M: Dongan Playground Reconstruction, Staten Island", $-   , $-   , $-   ,3/4/2024,3/2/2025,12/11/2023,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0003001C001,,-,-,FOREVER GREEN ATHLETIC FIELDS INC,Non-M/WBE,Synthetic Turf,ACCO Reviewing Subcontract,Construction Services,37006.4,37006.4,0,9/30/2024,2/28/2025,010,No ,No 
CT184620248804118,Yes,Sub Vendor,APACHE ENVIRONMENTAL & DEVELOPMENT LLC,Hispanic American,"R087-120M: Dongan Playground Reconstruction, Staten Island", $-   , $-   , $-   ,3/4/2024,3/2/2025,12/11/2023,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0003001C001,,-,-,CNZ CONSTRUCTION CORP,Non-M/WBE,Safety Surfacing Installation,ACCO Reviewing Subcontract,Construction Services,41977.5,41977.5,0,9/30/2024,2/28/2025,012,No ,No 
CT184620248804118,Yes,Sub Vendor,APACHE ENVIRONMENTAL & DEVELOPMENT LLC,Hispanic American,"R087-120M: Dongan Playground Reconstruction, Staten Island", $-   , $-   , $-   ,3/4/2024,3/2/2025,12/11/2023,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0003001C001,,-,-,LOBO CONSTRUCTION SERV,Women (Non-Minority),Play equipment and swing installation,No Subcontract Payments Submitted,Construction Services,142152,142152,0,7/25/2024,3/2/2025,009,Yes,No 
CT184620248804118,Yes,Sub Vendor,APACHE ENVIRONMENTAL & DEVELOPMENT LLC,Hispanic American,"R087-120M: Dongan Playground Reconstruction, Staten Island", $-   , $-   , $-   ,3/4/2024,3/2/2025,12/11/2023,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0003001C001,,-,-,VITELLO SEWER WATER MAIN,Non-M/WBE,Plumbing water tap work,No Subcontract Payments Submitted,Construction Services,11000,11000,0,4/15/2024,6/30/2024,006,No ,No 
CT184620248804118,Yes,Sub Vendor,APACHE ENVIRONMENTAL & DEVELOPMENT LLC,Hispanic American,"R087-120M: Dongan Playground Reconstruction, Staten Island", $-   , $-   , $-   ,3/4/2024,3/2/2025,12/11/2023,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0003001C001,,-,-,CITYWIDE PAVING INC,Women (Non-Minority),Asphalt Paving Work,No Subcontract Payments Submitted,Construction Services,43540,43540,0,4/29/2024,4/25/2025,001,Yes,No 
CT184620248804118,Yes,Sub Vendor,APACHE ENVIRONMENTAL & DEVELOPMENT LLC,Hispanic American,"R087-120M: Dongan Playground Reconstruction, Staten Island", $-   , $-   , $-   ,3/4/2024,3/2/2025,12/11/2023,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0003001C001,,-,-,EASTERN LANDSCAPE CONTRACTORS INC,Women (Non-Minority),Landscape/Planting Work,No Subcontract Payments Submitted,Construction Services,110352,110352,0,4/29/2024,4/25/2025,003,Yes,No 
CT184620248804118,Yes,Sub Vendor,APACHE ENVIRONMENTAL & DEVELOPMENT LLC,Hispanic American,"R087-120M: Dongan Playground Reconstruction, Staten Island", $-   , $-   , $-   ,3/4/2024,3/2/2025,12/11/2023,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0003001C001,,-,-,"Fresh Meadow Mechanical Plumbing, LLC",Non-M/WBE,Plumbing Work,No Subcontract Payments Submitted,Construction Services,47820,47820,0,4/29/2024,4/25/2025,002,No ,No 
CT184620248804118,Yes,Sub Vendor,APACHE ENVIRONMENTAL & DEVELOPMENT LLC,Hispanic American,"R087-120M: Dongan Playground Reconstruction, Staten Island", $-   , $-   , $-   ,3/4/2024,3/2/2025,12/11/2023,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0003001C001,,-,-,IN-CITY ENTERPRISES INC,Black American,Fencing Work,No Subcontract Payments Submitted,Construction Services,177980,177980,0,4/29/2024,4/25/2025,004,No ,No 
CT184620248803684,Yes,Prime Vendor,GRIFFINS LANDSCAPING CORP,Non-M/WBE,QG-1119MR - Queens Street Tree Planting FY23 in CBs 1-6," $3,982,056.00 "," $3,982,056.00 "," $3,456,514.82 ",3/6/2024,3/5/2025,11/28/2023,No ,No ,Department of Parks and Recreation,1015666075,2,-,REQUIREMENTS-CONSTRUCTION,RENEWAL OF CONTRACT,IOTB CONSTRUCTION,Construction Services,84622B8035KXLR001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620248803684,Yes,Sub Vendor,GRIFFINS LANDSCAPING CORP,Non-M/WBE,QG-1119MR - Queens Street Tree Planting FY23 in CBs 1-6, $-   , $-   , $-   ,3/6/2024,3/5/2025,11/28/2023,No ,No ,Department of Parks and Recreation,,2,-,REQUIREMENTS-CONSTRUCTION,RENEWAL OF CONTRACT,IOTB CONSTRUCTION,Construction Services,84622B8035KXLR001,,-,-,EAST END SOLUTIONS INC,Women (Non-Minority),Tree Guard Fabrication and Installation,No Subcontract Payments Submitted,Construction Services,50000,50000,0,12/1/2023,3/5/2024,002,Yes,No 
CT184620248803684,Yes,Sub Vendor,GRIFFINS LANDSCAPING CORP,Non-M/WBE,QG-1119MR - Queens Street Tree Planting FY23 in CBs 1-6, $-   , $-   , $-   ,3/6/2024,3/5/2025,11/28/2023,No ,No ,Department of Parks and Recreation,,2,-,REQUIREMENTS-CONSTRUCTION,RENEWAL OF CONTRACT,IOTB CONSTRUCTION,Construction Services,84622B8035KXLR001,,-,-,Phantom Carting Inc,Hispanic American,Trucking Services,No Subcontract Payments Submitted,Construction Services,50000,50000,0,12/1/2023,3/5/2024,001,No ,No 
CT184620248803343,Yes,Prime Vendor,PERKAN CONCRETE CORP,Asian American,B430-118MA1: Lewis Playground Reconstruction," $1,247,215.30 "," $1,247,215.30 "," $1,112,679.48 ",1/15/2024,1/14/2025,12/7/2023,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0236001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620248803343,Yes,Sub Vendor,PERKAN CONCRETE CORP,Asian American,B430-118MA1: Lewis Playground Reconstruction, $-   , $-   , $-   ,1/15/2024,1/14/2025,12/7/2023,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0236001,,-,-,CNZ CONSTRUCTION CORP,Non-M/WBE,Safety Surfacing,No Subcontract Payments Submitted,Construction Services,75423,75423,0,7/1/2024,12/27/2024,007,No ,No 
CT184620248803343,Yes,Sub Vendor,PERKAN CONCRETE CORP,Asian American,B430-118MA1: Lewis Playground Reconstruction, $-   , $-   , $-   ,1/15/2024,1/14/2025,12/7/2023,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0236001,,-,-,MESSINA ASPHALT CORP,Non-M/WBE,Asphalt,No Subcontract Payments Submitted,Construction Services,24750,24750,0,5/1/2024,12/27/2024,005,No ,No 
CT184620248803343,Yes,Sub Vendor,PERKAN CONCRETE CORP,Asian American,B430-118MA1: Lewis Playground Reconstruction, $-   , $-   , $-   ,1/15/2024,1/14/2025,12/7/2023,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0236001,,-,-,ZI ENGINEERING PC,Asian American,Inspection,No Subcontract Payments Submitted,Construction Services,2000,2000,0,5/1/2024,12/27/2024,006,No ,No 
CT184620248803343,Yes,Sub Vendor,PERKAN CONCRETE CORP,Asian American,B430-118MA1: Lewis Playground Reconstruction, $-   , $-   , $-   ,1/15/2024,1/14/2025,12/7/2023,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0236001,,-,-,METROPOLITAN SEWER INC.,Non-M/WBE,WATER CONNECTION,No Subcontract Payments Submitted,Construction Services,75000,75000,0,4/8/2024,12/27/2024,004,No ,No 
CT184620248803343,Yes,Sub Vendor,PERKAN CONCRETE CORP,Asian American,B430-118MA1: Lewis Playground Reconstruction, $-   , $-   , $-   ,1/15/2024,1/14/2025,12/7/2023,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0236001,,-,-,PRESTIGE FENCING INC,Hispanic American,Fencing,No Subcontract Payments Submitted,Construction Services,56790,56790,0,2/1/2024,12/27/2024,003,No ,No 
CT184620248803343,Yes,Sub Vendor,PERKAN CONCRETE CORP,Asian American,B430-118MA1: Lewis Playground Reconstruction, $-   , $-   , $-   ,1/15/2024,1/14/2025,12/7/2023,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0236001,,-,-,"Fresh Meadow Mechanical Plumbing, LLC",Non-M/WBE,plumbing,No Subcontract Payments Submitted,Construction Services,46760,46760,0,1/22/2024,12/20/2024,002,No ,No 
CT184620248803343,Yes,Sub Vendor,PERKAN CONCRETE CORP,Asian American,B430-118MA1: Lewis Playground Reconstruction, $-   , $-   , $-   ,1/15/2024,1/14/2025,12/7/2023,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0236001,,-,-,"Paul Bunyon Tree Care, Inc.",Women (Non-Minority),Landscaping,No Subcontract Payments Submitted,Construction Services,28175,28175,0,1/22/2024,12/27/2024,001,Yes,No 
CT184620241410546,Yes,Prime Vendor,ACME CONTRACTING CORP,Asian American,Woodside Memorial Plaza Reconstruction," $778,793.60 "," $778,793.60 "," $592,912.57 ",3/18/2024,3/17/2025,2/6/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0160001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620241410546,Yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,Woodside Memorial Plaza Reconstruction, $-   , $-   , $-   ,3/18/2024,3/17/2025,2/6/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0160001,,-,-,TEC PLUMBING CORP,Non-M/WBE,Plumbing Work,No Subcontract Payments Submitted,Construction Services,20485,20485,0,3/18/2024,3/17/2025,007,No ,No 
CT184620241410546,Yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,Woodside Memorial Plaza Reconstruction, $-   , $-   , $-   ,3/18/2024,3/17/2025,2/6/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0160001,,-,-,THM LANDCARE INC,Non-M/WBE,Tree Work,No Subcontract Payments Submitted,Construction Services,8625,8625,0,3/18/2024,3/17/2025,008,No ,No 
CT184620241410546,Yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,Woodside Memorial Plaza Reconstruction, $-   , $-   , $-   ,3/18/2024,3/17/2025,2/6/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0160001,,-,-,MESSINA ASPHALT CORP,Non-M/WBE,Asphalt Work,No Subcontract Payments Submitted,Construction Services,3000,3000,0,3/18/2024,3/17/2025,005,No ,No 
CT184620241410546,Yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,Woodside Memorial Plaza Reconstruction, $-   , $-   , $-   ,3/18/2024,3/17/2025,2/6/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0160001,,-,-,HMA ELECTRIC LLC,Black American,Electrical Work,No Subcontract Payments Submitted,Construction Services,7000,7000,0,3/18/2024,3/17/2025,002,No ,No 
CT184620241410546,Yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,Woodside Memorial Plaza Reconstruction, $-   , $-   , $-   ,3/18/2024,3/17/2025,2/6/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0160001,,-,-,LIU ELECTRIC LLC,Black American,Electric Work,ACCO Rejected Subcontract,Construction Services,7500,7500,0,3/18/2024,3/17/2025,006,No ,No 
CT184620241410546,Yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,Woodside Memorial Plaza Reconstruction, $-   , $-   , $-   ,3/18/2024,3/17/2025,2/6/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0160001,,-,-,2M MECHANICAL LLC,Non-M/WBE,Plumbing Work,ACCO Reviewing Subcontract,Construction Services,5000,5000,0,3/18/2024,3/17/2025,004,No ,No 
CT184620241410546,Yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,Woodside Memorial Plaza Reconstruction, $-   , $-   , $-   ,3/18/2024,3/17/2025,2/6/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84622B0160001,,-,-,EASTERN LANDSCAPE CONTRACTORS INC,Women (Non-Minority),Tree Work,ACCO Reviewing Subcontract,Construction Services,6500,6500,0,3/18/2024,3/17/2025,003,Yes,No 
CT184620241410081,Yes,Prime Vendor,"PADILLA CONSTRUCTION SERVICES, INC.. PCS",Hispanic American,"Reconstruction of Hansborough Center, Manhattan"," $47,244,500.60 "," $47,244,500.60 "," $13,339,476.50 ",6/15/2024,6/13/2026,1/26/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84622B0207001,M131-119M,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620241410081,Yes,Sub Vendor,"PADILLA CONSTRUCTION SERVICES, INC.. PCS",Hispanic American,"Reconstruction of Hansborough Center, Manhattan", $-   , $-   , $-   ,6/15/2024,6/13/2026,1/26/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84622B0207001,M131-119M,-,-,TRISTAN CONTRACTING CORP,Non-M/WBE,Insulation,ACCO Reviewing Subcontract,Construction Services,80000,80000,0,2/17/2025,3/11/2025,017,No ,No 
CT184620241410081,Yes,Sub Vendor,"PADILLA CONSTRUCTION SERVICES, INC.. PCS",Hispanic American,"Reconstruction of Hansborough Center, Manhattan", $-   , $-   , $-   ,6/15/2024,6/13/2026,1/26/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84622B0207001,M131-119M,-,-,AALCO TRANSPORT & STORAGE INC,Non-M/WBE,TRANSPORTATION,ACCO Reviewing Subcontract,Construction Services,26500,26500,0,6/15/2024,6/13/2026,016,No ,No 
CT184620241410081,Yes,Sub Vendor,"PADILLA CONSTRUCTION SERVICES, INC.. PCS",Hispanic American,"Reconstruction of Hansborough Center, Manhattan", $-   , $-   , $-   ,6/15/2024,6/13/2026,1/26/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84622B0207001,M131-119M,-,-,STRIKER SHEET METAL II CORP,Non-M/WBE,RIGGING OF EQUIPMENT,ACCO Reviewing Subcontract,Construction Services,26500,26500,0,6/15/2024,6/13/2026,015,No ,No 
CT184620241410081,Yes,Sub Vendor,"PADILLA CONSTRUCTION SERVICES, INC.. PCS",Hispanic American,"Reconstruction of Hansborough Center, Manhattan", $-   , $-   , $-   ,6/15/2024,6/13/2026,1/26/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84622B0207001,M131-119M,-,-,SIGN DESIGN GROUP OF NY INC,Asian American,SIGNAGE,ACCO Reviewing Subcontract,Construction Services,29691.09,29691.09,0,6/15/2024,6/13/2026,014,No ,No 
CT184620241410081,Yes,Sub Vendor,"PADILLA CONSTRUCTION SERVICES, INC.. PCS",Hispanic American,"Reconstruction of Hansborough Center, Manhattan", $-   , $-   , $-   ,6/15/2024,6/13/2026,1/26/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84622B0207001,M131-119M,-,-,CANY Technical Services LLC,Non-M/WBE,HISTORICAL CONSERVATION CONSULTANT,ACCO Reviewing Subcontract,Construction Services,200000,200000,0,6/15/2024,6/13/2026,010,No ,No 
